Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Delta Time (s),Delta Freq (Hz),Avg Power Density (dB FS/Hz),Begin File,End File,Beg File Samp (samples),End File Samp (samples),SNR NIST Quick (dB),predicted_label,confidence,score_mooring noise,score_marine mammal vocalization,score_background noise,score_dolphin click,score_ship noise,score_seismic airgun,cluster
90,Spectrogram 1,1,224.2273596,225.2319778,0,31170.984,1.0046,31170.984,-78.63,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,14350551,14414847,22.18,mooring noise,0.994429469,0.994429469,4.27E-05,0.004715935,0.000811217,6.15E-07,1.42E-07,mooring noise
91,Spectrogram 1,1,226.0402912,226.1442172,3924.007,6687.392,0.1039,2763.385,-88.19,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,14466579,14473230,12.46,mooring noise,0.947937727,0.947937727,0.000266604,0.042245209,0.009549343,4.31E-07,7.24E-07,mooring noise
92,Spectrogram 1,1,230.9479086,231.063382,1436.96,30894.646,0.1155,29457.686,-87.12,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,14780666,14788056,22.39,mooring noise,0.853651762,0.853651762,0.067467451,0.063998118,0.014703517,0.000163872,1.53E-05,mooring noise
93,Spectrogram 1,1,232.2412102,232.3335888,110.535,3426.598,0.0924,3316.063,-79.76,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,14863437,14869350,15.24,mooring noise,0.970755041,0.970755041,0.009978128,0.011548104,0.007657292,4.99E-05,1.15E-05,mooring noise
94,Spectrogram 1,1,233.8231951,235.0010232,0,29126.079,1.1778,29126.079,-78.83,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,14964684,15040065,20.91,mooring noise,0.967395246,0.967395246,0.029088261,0.003200867,0.000311388,4.10E-06,8.88E-08,mooring noise
95,Spectrogram 1,1,235.9248101,236.0287361,0,12822.107,0.1039,12822.107,-75.45,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,15099188,15105839,16.99,mooring noise,0.753583372,0.753583372,0.055369053,0.137637228,0.053191151,0.00016381,5.55E-05,mooring noise
96,Spectrogram 1,1,236.8601442,237.4490583,0,31060.449,0.5889,31060.449,-79.68,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,15159049,15196740,22.33,mooring noise,0.899557829,0.899557829,0.035061605,0.00148696,0.063530631,0.000273931,8.91E-05,mooring noise
97,Spectrogram 1,1,237.8763097,238.1996351,0,7903.282,0.3233,7903.282,-73.63,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,15224084,15244777,15.4,mooring noise,0.871966422,0.871966422,0.002766573,0.006235949,0.119016647,4.89E-06,9.55E-06,mooring noise
98,Spectrogram 1,1,238.7631435,239.4559836,0,16303.972,0.6928,16303.972,-75.97,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,15280841,15325183,18.29,mooring noise,0.958039582,0.958039582,0.000664183,0.032647718,0.00864826,2.68E-07,1.84E-08,mooring noise
99,Spectrogram 1,1,241.0033265,241.0957051,0,11274.611,0.0924,11274.611,-75.62,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,15424213,15430125,17.87,mooring noise,0.988806844,0.988806844,0.006011314,0.00157232,0.003607461,2.07E-06,4.73E-10,mooring noise
100,Spectrogram 1,1,243.2666041,243.9132549,0,17464.594,0.6467,17464.594,-77.16,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,15569063,15610448,17.69,mooring noise,0.938451111,0.938451111,0.001803411,0.03834996,0.021353355,4.21E-05,1.43E-08,mooring noise
101,Spectrogram 1,1,244.9871571,245.1141778,0,4642.487,0.127,4642.487,-71.36,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,15679178,15687307,15.62,mooring noise,0.99528718,0.99528718,0.001143561,0.000241095,0.003312475,1.56E-05,1.39E-10,mooring noise
102,Spectrogram 1,1,248.705399,249.1672924,0,11219.344,0.4619,11219.344,-75.48,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,15917146,15946707,16.66,mooring noise,0.939511418,0.939511418,0.053889249,0.003484135,0.003098478,8.94E-08,1.66E-05,mooring noise
103,Spectrogram 1,1,249.5137124,250.6453513,0,30894.646,1.1316,30894.646,-78.45,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,15968878,16041302,21.68,mooring noise,0.533339798,0.533339798,0.121442571,0.027108409,0.318044394,1.12E-06,6.37E-05,mooring noise
104,Spectrogram 1,1,254.5945399,254.6984659,0,4531.952,0.1039,4531.952,-70.82,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,16294051,16300702,16.72,mooring noise,0.753744721,0.753744721,0.105917856,0.026176309,0.113013998,0.000112329,0.001034825,mooring noise
105,Spectrogram 1,1,255.28738,255.5414213,0,18293.61,0.254,18293.61,-77.34,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,16338392,16354651,19.46,dolphin click,0.756116748,0.234290779,0.002335724,0.007246934,0.756116748,7.41E-06,2.41E-06,dolphin click
106,Spectrogram 1,1,256.7631278,256.8439592,3592.401,17796.2,0.0808,14203.799,-92.2,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,16432840,16438013,14.31,background noise,0.749166191,0.244548097,0.002997752,0.749166191,0.00327876,8.28E-06,8.50E-07,background noise
107,Spectrogram 1,1,258.114166,258.2180921,16746.114,27191.71,0.1039,10445.596,-105.59,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,16519307,16525958,12.11,mooring noise,0.854728639,0.854728639,0.02296119,0.121295691,0.001005253,8.70E-06,5.16E-07,mooring noise
108,Spectrogram 1,1,259.7885296,260.285065,0,31060.449,0.4965,31060.449,-79.32,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,16626466,16658244,21.95,mooring noise,0.947260857,0.947260857,0.051182311,0.000333709,0.001222259,6.02E-07,2.35E-07,mooring noise
109,Spectrogram 1,1,262.2019227,263.8762862,0,16580.311,1.6744,16580.311,-75.98,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,16780923,16888082,17.51,mooring noise,0.84834075,0.84834075,0.011911324,0.000314671,0.139426053,7.21E-06,7.84E-09,mooring noise
110,Spectrogram 1,1,265.3081558,265.4005345,18238.342,21664.94,0.0924,3426.598,-103.96,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,16979722,16985634,11.35,mooring noise,0.912771642,0.912771642,0.007105039,0.017152065,0.062696941,8.61E-06,0.000265709,mooring noise
111,Spectrogram 1,1,265.5275552,265.6314812,0,9561.313,0.1039,9561.313,-74.46,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,16993764,17000415,15.83,mooring noise,0.980329633,0.980329633,0.010564518,0.003827704,0.005252288,4.66E-06,2.12E-05,mooring noise
112,Spectrogram 1,1,267.8832115,268.4259363,497.409,21001.727,0.5427,20504.318,-89.91,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,17144526,17179260,18.14,dolphin click,0.788425386,0.135511458,0.053119607,0.022889728,0.788425386,4.46E-05,9.20E-06,dolphin click
113,Spectrogram 1,1,272.7330923,273.310459,0,30949.914,0.5774,30949.914,-79.55,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,17454918,17491869,21.58,dolphin click,0.997422218,0.00070236,0.001785779,7.99E-05,0.997422218,5.06E-08,9.74E-06,dolphin click
114,Spectrogram 1,1,277.4536413,277.580662,1768.566,19012.09,0.127,17243.524,-91.52,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,17757033,17765162,16.11,dolphin click,0.587762475,0.249299034,0.020997716,0.141706005,0.587762475,0.000234464,2.97E-07,dolphin click
115,Spectrogram 1,1,280.5829691,280.7446318,3702.936,12766.839,0.1617,9063.903,-92.06,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,17957310,17967656,12.95,mooring noise,0.956270993,0.956270993,0.041963238,0.001413552,0.000340528,1.17E-05,7.91E-08,mooring noise
116,Spectrogram 1,1,282.338164,282.4305427,3592.401,13872.193,0.0924,10279.792,-94.11,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,18069642,18075555,12.29,mooring noise,0.71351409,0.71351409,0.074463762,0.127570525,0.08441665,3.50E-05,1.87E-08,mooring noise
117,Spectrogram 1,1,285.1903558,285.5252285,0,11550.95,0.3349,11550.95,-74.75,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,18252183,18273615,17.72,mooring noise,0.823956668,0.823956668,0.002147,0.039723765,0.134015426,0.000156565,5.58E-07,mooring noise
118,Spectrogram 1,1,286.506752,286.610678,0,17022.453,0.1039,17022.453,-75.51,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,18336432,18343083,20.29,mooring noise,0.954019547,0.954019547,0.028672507,9.34E-05,0.017078375,0.000136125,1.36E-10,mooring noise
119,Spectrogram 1,1,287.1418554,287.2457814,1602.763,7682.211,0.1039,6079.448,-88.53,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,18377079,18383730,13.41,dolphin click,0.790524781,0.117098302,0.092045896,0.000316659,0.790524781,1.43E-05,5.62E-10,dolphin click
120,Spectrogram 1,1,288.5968196,288.6891983,3398.964,6079.447,0.0924,2680.483,-88.06,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,18470196,18476109,13.33,marine mammal vocalization,0.542122483,0.094239108,0.542122483,0.001818754,0.361814678,1.58E-06,3.40E-06,marine mammal vocalization
121,Spectrogram 1,1,289.9363105,290.4790353,0,19122.625,0.5427,19122.625,-74.93,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,18555924,18590658,20.1,mooring noise,0.885347843,0.885347843,0.000268629,0.056202948,0.058157429,2.16E-07,2.29E-05,mooring noise
122,Spectrogram 1,1,292.3497035,292.4767242,1381.693,25865.285,0.127,24483.592,-86.7,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,18710381,18718510,21.17,dolphin click,0.681583226,0.159237057,0.155494943,0.003675912,0.681583226,8.93E-06,6.12E-09,dolphin click
123,Spectrogram 1,1,295.857798,295.9501767,3979.275,7074.266,0.0924,3094.991,-90.02,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,18934899,18940811,12.9,mooring noise,0.946226656,0.946226656,0.008059914,0.020707244,0.024542127,0.000463426,6.60E-07,mooring noise
124,Spectrogram 1,1,297.6360876,297.7053716,3537.133,6024.18,0.0693,2487.047,-83.89,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,19048710,19053144,14.03,background noise,0.939821601,0.0008305,0.040495399,0.939821601,0.018843787,8.88E-07,7.80E-06,background noise
125,Spectrogram 1,1,298.5483271,298.6407058,3150.259,14093.264,0.0924,10943.005,-91.22,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,19107093,19113005,13.09,marine mammal vocalization,0.707474411,0.014338446,0.707474411,0.033277564,0.244894728,2.45E-06,1.24E-05,marine mammal vocalization
126,Spectrogram 1,1,300.407448,300.8924361,0,30894.646,0.485,30894.646,-78.15,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,19226077,19257116,22.27,mooring noise,0.882514179,0.882514179,0.003071036,0.036877867,0.077471912,5.89E-05,6.10E-06,mooring noise
127,Spectrogram 1,1,304.8878141,304.9917401,2542.314,11716.753,0.1039,9174.439,-85.72,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,19512820,19519471,15.47,dolphin click,0.736951768,0.16754286,0.090110801,0.005051132,0.736951768,0.000257703,8.58E-05,dolphin click
128,Spectrogram 1,1,309.5413901,309.6568634,1105.354,17851.468,0.1155,16746.114,-88.23,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,19810649,19818039,18.3,dolphin click,0.531909704,0.054820299,0.409008712,0.000890065,0.531909704,0.003348664,2.25E-05,dolphin click
129,Spectrogram 1,1,311.155706,311.259632,3592.401,18680.484,0.1039,15088.083,-94.99,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,19913965,19920616,14.02,mooring noise,0.464307994,0.464307994,0.105587661,0.398015738,0.031258628,0.000182711,0.000647238,mooring noise
130,Spectrogram 1,1,314.2388444,314.3427705,3094.991,30728.843,0.1039,27633.852,-94.88,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,20111286,20117937,18.37,mooring noise,0.724978924,0.724978924,0.098207161,0.002864525,0.173945829,3.19E-06,3.64E-07,mooring noise
131,Spectrogram 1,1,316.5714061,318.4420744,0,12158.895,1.8707,12158.895,-75.19,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,20260570,20380293,16.61,mooring noise,0.86649543,0.86649543,0.013762893,0.11904528,0.000574343,0.000121064,1.01E-06,mooring noise
132,Spectrogram 1,1,320.5552367,320.6360681,0,12601.036,0.0808,12601.036,-74.93,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,20515535,20520708,16.35,mooring noise,0.967246652,0.967246652,0.015074579,0.009002558,0.008537574,4.61E-05,9.25E-05,mooring noise
133,Spectrogram 1,1,320.9016568,321.0055828,3868.739,11606.218,0.1039,7737.479,-91.89,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,20537706,20544357,11.78,mooring noise,0.846843064,0.846843064,0.043073673,0.00265387,0.107370965,1.91E-05,3.94E-05,mooring noise
134,Spectrogram 1,1,325.6245168,325.7053482,15253.886,26860.104,0.0808,11606.218,-100.22,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,20839969,20845142,13.82,dolphin click,0.989764452,0.008801561,0.001319175,0.000114912,0.989764452,4.49E-08,2.69E-09,dolphin click
135,Spectrogram 1,1,327.2411438,328.1533832,0,11827.288,0.9122,11827.288,-75.11,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,20943433,21001817,17.07,mooring noise,0.662480354,0.662480354,0.177932158,0.003179534,0.156050637,8.74E-05,0.000269873,mooring noise
136,Spectrogram 1,1,330.0448352,330.6799386,0,4753.022,0.6351,4753.022,-71.29,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,21122869,21163516,15.78,mooring noise,0.903990924,0.903990924,0.014702524,0.030066492,0.051207785,3.19E-05,3.78E-07,mooring noise
137,Spectrogram 1,1,331.6152727,331.7422934,0,12822.107,0.127,12822.107,-75.49,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,21223377,21231507,16.77,mooring noise,0.759651482,0.759651482,0.099846631,0.002059453,0.12180078,0.016527044,0.0001146,mooring noise
138,Spectrogram 1,1,333.7053404,334.2249705,0,5858.377,0.5196,5858.377,-70.9,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,21357142,21390398,17.19,mooring noise,0.937809348,0.937809348,0.053294379,0.005926738,0.00287377,4.53E-06,9.12E-05,mooring noise
139,Spectrogram 1,1,336.5113428,337.481319,0,11772.021,0.97,11772.021,-75.33,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,21536726,21598804,17.41,mooring noise,0.531382263,0.531382263,0.003731481,0.332438558,0.132445186,2.19E-06,2.76E-07,mooring noise
140,Spectrogram 1,1,339.1325879,339.2134192,0,17630.397,0.0808,17630.397,-75.77,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,21704486,21709659,18.88,mooring noise,0.842223048,0.842223048,0.033692904,0.106411494,0.016985213,0.000208247,0.000479134,mooring noise
141,Spectrogram 1,1,342.3542944,342.7122617,0,30949.914,0.358,30949.914,-79.41,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,21910675,21933585,22.12,mooring noise,0.864688516,0.864688516,0.003811153,0.130737573,7.44E-05,0.000688376,5.75E-09,mooring noise
142,Spectrogram 1,1,345.8531369,345.9917049,1547.496,9782.383,0.1386,8234.887,-89.79,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,22134601,22143469,12.74,mooring noise,0.868037105,0.868037105,0.035369009,0.00478037,0.091800354,1.19E-05,1.31E-06,mooring noise
143,Spectrogram 1,1,348.0332878,348.6914859,0,9506.045,0.6582,9506.045,-73.59,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,22274130,22316255,16.45,marine mammal vocalization,0.594322383,0.063491672,0.594322383,0.013833269,0.328342468,7.58E-06,2.58E-06,marine mammal vocalization
144,Spectrogram 1,1,350.9663109,351.0817843,0,11274.611,0.1155,11274.611,-75.32,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,22461844,22469234,18.62,mooring noise,0.463523179,0.463523179,0.070462905,0.345481038,0.119401321,0.001110885,2.07E-05,mooring noise
145,Spectrogram 1,1,353.5413667,353.8185027,884.283,30894.646,0.2771,30010.363,-91.65,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,22626647,22644384,21.82,marine mammal vocalization,0.486277014,0.313980222,0.486277014,0.001372767,0.188308999,0.009949042,0.000112013,marine mammal vocalization
146,Spectrogram 1,1,354.6268162,354.7191948,20614.853,29402.418,0.0924,8787.565,-107.92,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,22696116,22702028,11.79,marine mammal vocalization,0.464449137,0.284604162,0.464449137,0.071558997,0.178224936,0.000746549,0.000416207,marine mammal vocalization
147,Spectrogram 1,1,358.7954041,358.8877828,0,28573.402,0.0924,28573.402,-78.35,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,22962906,22968818,22.46,mooring noise,0.882252455,0.882252455,0.109267391,0.006084996,0.002389491,5.58E-06,6.65E-08,mooring noise
148,Spectrogram 1,1,362.167226,362.3981727,0,30949.914,0.2309,30949.914,-77.38,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,23178702,23193483,24.19,dolphin click,0.74800241,0.136322722,0.111276954,0.004362985,0.74800241,3.41E-05,8.04E-07,dolphin click
149,Spectrogram 1,1,364.9824647,365.0863907,2984.456,30563.04,0.1039,27578.584,-95.89,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,23358878,23365529,18.13,dolphin click,0.987297654,0.002605613,0.009974439,0.000120271,0.987297654,9.26E-07,1.06E-06,dolphin click
150,Spectrogram 1,1,366.853133,366.991701,0,4366.149,0.1386,4366.149,-70.89,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,23478601,23487469,15.36,mooring noise,0.652846754,0.652846754,0.292510152,0.039106715,0.015532036,3.70E-06,6.94E-07,mooring noise
151,Spectrogram 1,1,369.0124846,369.1395053,3205.527,4642.487,0.127,1436.96,-87.05,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,23616799,23624928,12.08,mooring noise,0.804875016,0.804875016,0.069233693,0.000266703,0.125624299,2.17E-07,3.63E-08,mooring noise
152,Spectrogram 1,1,369.8323454,370.0863868,0,30894.646,0.254,30894.646,-79.7,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,23669270,23685529,22.12,mooring noise,0.864073515,0.864073515,0.013077291,0.007733274,0.115115672,2.41E-07,3.39E-08,mooring noise
153,Spectrogram 1,1,372.7538212,373.8970074,0,29568.221,1.1432,29568.221,-78.51,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,23856245,23929408,21.27,background noise,0.721292317,0.056883778,0.00116333,0.721292317,0.220649451,8.99E-06,2.09E-06,background noise
154,Spectrogram 1,1,375.3173296,375.4212556,22438.687,30839.378,0.1039,8400.691,-109.07,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,24020309,24026960,12.31,dolphin click,0.941726744,0.014885716,0.041071549,0.000402333,0.941726744,0.000154106,0.001759504,dolphin click
155,Spectrogram 1,1,375.640655,375.7676757,0,31005.181,0.127,31005.181,-79.84,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,24041002,24049131,23.47,dolphin click,0.537276089,0.002156091,0.459498733,0.000608377,0.537276089,0.000248609,0.000212039,dolphin click
156,Spectrogram 1,1,377.4997759,377.6614386,0,31115.717,0.1617,31115.717,-78.08,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,24159986,24170332,24.44,dolphin click,0.865500629,0.129580736,0.004778157,0.000132129,0.865500629,4.70E-06,3.52E-06,dolphin click
157,Spectrogram 1,1,378.3311841,378.6776041,22880.829,30894.646,0.3464,8013.817,-110.12,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,24213196,24235367,11.61,mooring noise,0.557325959,0.557325959,0.021110406,0.000469094,0.420991123,1.71E-06,0.000101786,mooring noise
158,Spectrogram 1,1,379.1279502,379.2780655,0,4034.542,0.1501,4034.542,-69.76,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,24264189,24273796,14.74,dolphin click,0.598149478,0.208107457,0.192088723,0.00161492,0.598149478,3.61E-05,3.30E-06,dolphin click
159,Spectrogram 1,1,381.8646686,381.980142,1602.763,15972.366,0.1155,14369.603,-88.77,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,24439339,24446729,17.15,dolphin click,0.946357369,0.012252077,0.001487462,0.039838456,0.946357369,1.48E-05,4.99E-05,dolphin click
160,Spectrogram 1,1,382.4882247,382.6267927,0,15640.76,0.1386,15640.76,-76.26,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,24479246,24488115,17.55,mooring noise,0.734660149,0.734660149,0.034562238,0.003825499,0.226076081,0.000376395,0.000499588,mooring noise
161,Spectrogram 1,1,383.5713632,383.6521945,10335.06,31060.449,0.0808,20725.389,-103.49,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,24548567,24553740,15.08,mooring noise,0.640907049,0.640907049,0.285796672,0.056355007,0.016637249,5.44E-05,0.000249555,mooring noise
162,Spectrogram 1,1,386.3080816,386.4235549,1271.157,31060.449,0.1155,29789.292,-89.7,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,24723717,24731108,23.15,mooring noise,0.935998559,0.935998559,0.004071385,0.058678038,0.001174507,4.10E-05,3.65E-05,mooring noise
163,Spectrogram 1,1,387.0586584,387.1394897,0,4034.542,0.0808,4034.542,-70.6,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,24771754,24776927,15.06,mooring noise,0.981690109,0.981690109,0.008993189,0.00609772,0.003116704,7.79E-06,9.44E-05,mooring noise
164,Spectrogram 1,1,388.6521906,389.21801,0,16690.846,0.5658,16690.846,-76.52,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,24873740,24909953,18.12,mooring noise,0.568481147,0.568481147,0.000135284,0.002855448,0.4285191,2.64E-06,6.43E-06,mooring noise
165,Spectrogram 1,1,390.0956075,390.1764388,0,12711.572,0.0808,12711.572,-74.84,AMAR1183.20240220T130402Z.wav,AMAR1183.20240220T130402Z.wav,24966119,24971292,17.71,dolphin click,0.58353442,0.414060205,0.000954772,0.001430898,0.58353442,1.20E-05,7.68E-06,dolphin click
